Country Name,Country Code,Year,average_value_CO2 emissions (kt)
Pre-demographic dividend,PRE,2019,
"Korea, Dem. People's Rep.",PRK,1968,59328.393
Portugal,PRT,1980,26985.453
West Bank and Gaza,PSE,1960,
French Polynesia,PYF,1979,282.359
South Asia,SAS,1987,562132.765
Senegal,SEN,1961,814.074
Senegal,SEN,2000,4060
Singapore,SGP,1968,5419.826
San Marino,SMR,1969,
Somalia,SOM,2006,580
Somalia,SOM,2015,650
Sub-Saharan Africa (excluding high income),SSA,1984,465753.607539517
Sub-Saharan Africa,SSF,2014,798787.276962011
Sub-Saharan Africa,SSF,2016,785929.452973371
Syrian Arab Republic,SYR,2014,27070
East Asia & Pacific (IDA & IBRD countries),TEA,2017,11485600
Turkmenistan,TKM,2005,48360
Middle East & North Africa (IDA & IBRD countries),TMN,1960,80582.325
Middle East & North Africa (IDA & IBRD countries),TMN,2001,824990
Middle East & North Africa (IDA & IBRD countries),TMN,2012,1314940
Sub-Saharan Africa (IDA & IBRD countries),TSS,2005,622854.53512915
Trinidad and Tobago,TTO,1971,8104.07
Tunisia,TUN,2001,21650
Turkey,TUR,1997,193590
Uganda,UGA,1990,790
Upper middle income,UMC,1973,5246625.28529213
Uruguay,URY,2001,4950
Uzbekistan,UZB,2001,122740
Vanuatu,VUT,1992,60
Kosovo,XKX,1972,
"Yemen, Rep.",YEM,1996,10080
Zambia,ZMB,1975,4081.371
Zimbabwe,ZWE,1976,10868.988
Angola,AGO,1980,5346.486
United Arab Emirates,ARE,1971,21184.259
United Arab Emirates,ARE,1982,36871.685
Australia,AUS,1988,261145.405
Austria,AUT,1962,33905.082
Burundi,BDI,1967,47.671
Bangladesh,BGD,1976,5570.173
"Bahamas, The",BHS,1964,1085.432
Bosnia and Herzegovina,BIH,1974,
Belarus,BLR,1962,
Belize,BLZ,2020,
Bhutan,BTN,1971,3.667
Botswana,BWA,1981,1008.425
Central African Republic,CAF,1979,102.676
Switzerland,CHE,2003,44840
Chile,CHL,2002,48690
"Congo, Rep.",COG,1989,1507.137
Djibouti,DJI,1961,44.004
Dominica,DMA,1981,36.67
Algeria,DZA,2004,84890
East Asia & Pacific (excluding high income),EAP,2001,4355403.28763203
Ecuador,ECU,1963,1796.83
Euro area,EMU,2011,2408310
United Kingdom,GBR,2003,542080
Gibraltar,GIB,2012,
Guinea,GIN,1981,990.09
Greece,GRC,1989,74183.41
Guam,GUM,1982,
Guyana,GUY,2010,1760
Hungary,HUN,1963,56281.116
IDA only,IDX,1960,53597.8693679503
IDA only,IDX,1969,100922.727574652
"Iran, Islamic Rep.",IRN,2011,561730
Italy,ITA,2006,466650
Jamaica,JAM,2013,7580
Jordan,JOR,2009,20660
Kiribati,KIR,2005,70
St. Kitts and Nevis,KNA,2001,210
"Korea, Rep.",KOR,2005,480080
Liberia,LBR,1973,1481.468
St. Lucia,LCA,1994,280
Low income,LIC,1968,86208.3624351869
Low & middle income,LMY,1965,4069860.99065153
Luxembourg,LUX,1975,11844.41
Morocco,MAR,1962,3080.28
Middle East & North Africa,MEA,1974,467866.724300795
Middle East & North Africa (excluding high income),MNA,2001,830560.998850151
Middle East & North Africa (excluding high income),MNA,2006,1079480.63056169
Montenegro,MNE,1993,0
Mongolia,MNG,1986,9673.546
Malaysia,MYS,1970,14601.994
Nicaragua,NIC,2006,4510
New Zealand,NZL,1970,14194.957
OECD members,OED,1983,10328381.3816373
OECD members,OED,1989,11745150.875707
OECD members,OED,2009,12207250
Panama,PAN,1972,2801.588
Panama,PAN,1990,2690
Peru,PER,1969,15302.391
Peru,PER,1971,18613.692
Palau,PLW,2013,220
Papua New Guinea,PNG,1986,2064.521
Portugal,PRT,1994,47300
South Asia,SAS,2005,1312050
Sudan,SDN,1993,3190
Senegal,SEN,1976,1774.828
Singapore,SGP,1998,37990
Solomon Islands,SLB,1997,210
El Salvador,SLV,1978,2390.884
Seychelles,SYC,1997,350
Togo,TGO,1981,627.057
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,477085.654590431
Trinidad and Tobago,TTO,2004,15970
Tuvalu,TUV,2015,10
Upper middle income,UMC,1965,3257761.69501604
Upper middle income,UMC,1979,6930929.1935351
Upper middle income,UMC,1987,8637817.55854309
"Venezuela, RB",VEN,1970,74561.111
"Venezuela, RB",VEN,1989,108854.895
British Virgin Islands,VGB,1960,
British Virgin Islands,VGB,1977,29.336
Vanuatu,VUT,1985,121.011
Zimbabwe,ZWE,1988,16101.797
Argentina,ARG,1997,127320
Australia,AUS,1962,94912.961
Benin,BEN,2008,4350
Benin,BEN,2013,5020
"Bahamas, The",BHS,2008,2110
Brazil,BRA,1991,205180
Central African Republic,CAF,1984,150.347
Canada,CAN,1973,381621.023
Central Europe and the Baltics,CEB,1994,803900
Cameroon,CMR,1973,898.415
Colombia,COL,1991,50580
Comoros,COM,1987,47.671
Cuba,CUB,1963,13039.852
Czech Republic,CZE,1994,124710
Djibouti,DJI,1999,350
Dominica,DMA,1999,110
Dominican Republic,DOM,1995,11850
East Asia & Pacific (excluding high income),EAP,1989,2958765.36660649
Early-demographic dividend,EAR,2004,4471307.91230259
"Egypt, Arab Rep.",EGY,1984,63838.803
Euro area,EMU,2007,2693450
Eritrea,ERI,1971,
Estonia,EST,2010,18880
European Union,EUU,1987,3800176.35297459
Fiji,FJI,1981,1081.765
Gabon,GAB,1998,4930
"Gambia, The",GMB,1986,161.348
Greece,GRC,2002,96600
Hungary,HUN,1960,45371.791
IDA total,IDA,1974,272483.050339928
Indonesia,IDN,1966,23395.46
Isle of Man,IMN,2005,
Isle of Man,IMN,2016,
Ireland,IRL,1965,13732.915
Iraq,IRQ,1968,19717.459
Iceland,ISL,1966,1496.136
Iceland,ISL,1977,1906.84
Italy,ITA,2008,444980
St. Kitts and Nevis,KNA,1977,36.67
St. Kitts and Nevis,KNA,2020,
"Korea, Rep.",KOR,1990,249250
"Korea, Rep.",KOR,2007,501500
Libya,LBY,1986,34059.096
Libya,LBY,2016,51180
Low & middle income,LMY,1961,3373563.20927622
Low & middle income,LMY,2005,13668094.5974001
Late-demographic dividend,LTE,1980,6992464.30753436
"Macao SAR, China",MAC,2007,
Moldova,MDA,1984,
Maldives,MDV,2017,1820
Middle East & North Africa (excluding high income),MNA,1970,209795.481961261
Montenegro,MNE,1971,
Montenegro,MNE,1990,0
Mozambique,MOZ,1970,2984.938
Mozambique,MOZ,1998,1240
Malaysia,MYS,1975,19446.101
Malaysia,MYS,2002,136330
Namibia,NAM,1974,
New Caledonia,NCL,2001,
Norway,NOR,1965,16409.825
Nepal,NPL,1970,227.354
Nauru,NRU,1977,113.677
Nauru,NRU,1999,90
Other small states,OSS,2019,
Pacific island small states,PSS,1969,836.99039185094
Russian Federation,RUS,1972,2634955.853
Saudi Arabia,SAU,2007,347530
Sierra Leone,SLE,1992,460
San Marino,SMR,2001,
Sub-Saharan Africa,SSF,1997,477539.983418817
Sao Tome and Principe,STP,1985,55.005
Sweden,SWE,1970,92379.064
Europe & Central Asia (IDA & IBRD countries),TEC,1996,3094914.1789831
Thailand,THA,2018,257860
Trinidad and Tobago,TTO,1991,13000
St. Vincent and the Grenadines,VCT,1998,190
"Yemen, Rep.",YEM,1989,3498.318
Angola,AGO,1991,6530
Angola,AGO,2002,13620
Angola,AGO,2012,30250
Armenia,ARM,1995,3510
Antigua and Barbuda,ATG,2012,720
Austria,AUT,1982,53868.23
Belgium,BEL,1978,135855.016
Belgium,BEL,1994,114900
Belgium,BEL,2005,110610
Bangladesh,BGD,2015,71690
Bulgaria,BGR,2019,
Bahrain,BHR,1987,11430.039
Bosnia and Herzegovina,BIH,2004,15570
Belarus,BLR,1976,
Belarus,BLR,2001,51740
Belize,BLZ,2017,650
Bolivia,BOL,1981,4792.769
Barbados,BRB,2015,1290
Botswana,BWA,1980,986.423
Botswana,BWA,1987,1239.446
China,CHN,2002,3808330
China,CHN,2019,
Cote d'Ivoire,CIV,1966,1294.451
Cote d'Ivoire,CIV,1972,3014.274
Cote d'Ivoire,CIV,2002,6380
Cameroon,CMR,2007,8120
"Congo, Rep.",COG,1992,3010
Costa Rica,CRI,1971,1529.139
Costa Rica,CRI,1976,2086.523
Costa Rica,CRI,2001,5420
Denmark,DNK,2013,39980
Denmark,DNK,2015,33600
Dominican Republic,DOM,1966,1672.152
Early-demographic dividend,EAR,2003,4242135.85001419
East Asia & Pacific,EAS,1963,1024770.9794152
Europe & Central Asia (excluding high income),ECA,1985,6693711.77865944
"Egypt, Arab Rep.",EGY,1993,91830
Spain,ESP,2003,318660
Ethiopia,ETH,1995,2570
"Micronesia, Fed. Sts.",FSM,1960,
Ghana,GHA,1970,2625.572
Ghana,GHA,1993,3190
Gibraltar,GIB,1971,80.674
Gibraltar,GIB,1976,77.007
Greece,GRC,1980,51429.675
High income,HIC,1981,10837684.2941668
"Hong Kong SAR, China",HKG,2020,
Heavily indebted poor countries (HIPC),HPC,2002,87790
Haiti,HTI,1983,894.748
Isle of Man,IMN,1970,
Jordan,JOR,2006,20170
Kazakhstan,KAZ,2013,256340
Low income,LIC,1960,37739.3429023399
Low income,LIC,1971,144751.373888046
Lesotho,LSO,1977,
Lithuania,LTU,1974,
Latvia,LVA,2010,8520
Madagascar,MDG,1996,1310
Maldives,MDV,2019,
Mali,MLI,1969,161.348
Mali,MLI,1973,267.691
Middle East & North Africa (excluding high income),MNA,2018,1470946.39231988
Mauritius,MUS,1999,2200
"Korea, Dem. People's Rep.",PRK,1969,64143.164
Portugal,PRT,2012,48220
Pacific island small states,PSS,2005,2720
French Polynesia,PYF,1977,275.025
Rwanda,RWA,1983,696.73
Saudi Arabia,SAU,1986,204878.957
Solomon Islands,SLB,2017,350
Suriname,SUR,1996,2080
Suriname,SUR,2016,2310
Slovenia,SVN,2009,15530
Eswatini,SWZ,1961,3.667
Eswatini,SWZ,2008,1020
Syrian Arab Republic,SYR,1961,3065.612
Syrian Arab Republic,SYR,2010,59700
Turks and Caicos Islands,TCA,1962,
Chad,TCD,1974,150.347
Tajikistan,TJK,1990,11020
Middle East & North Africa (IDA & IBRD countries),TMN,1980,363814.071
South Asia (IDA & IBRD),TSA,1999,1037180
Tunisia,TUN,1993,16520
Tuvalu,TUV,1986,
Uzbekistan,UZB,1994,107170
Vanuatu,VUT,1994,60
Samoa,WSM,1986,113.677
South Africa,ZAF,1985,324214.138
Zambia,ZMB,1962,
Africa Western and Central,AFW,1996,121890
Albania,ALB,1966,2552.232
Albania,ALB,1969,3245.295
Armenia,ARM,1996,2570
Bangladesh,BGD,2014,63800
"Bahamas, The",BHS,1966,1092.766
Belarus,BLR,1987,
Belarus,BLR,1997,59050
Bermuda,BMU,2020,
Channel Islands,CHI,2003,
China,CHN,1970,771617.474
China,CHN,1982,1580260.647
Cabo Verde,CPV,1976,73.34
Curacao,CUW,1993,
Cayman Islands,CYM,1964,11.001
Czech Republic,CZE,1975,
Germany,DEU,2020,
Dominica,DMA,2017,170
Denmark,DNK,1995,59920
Denmark,DNK,2010,48180
Europe & Central Asia (excluding high income),ECA,1965,3230983.48433867
"Egypt, Arab Rep.",EGY,1963,21554.626
Eritrea,ERI,1993,630
"Gambia, The",GMB,2007,400
Guinea-Bissau,GNB,1991,170
Greece,GRC,2005,101950
IBRD only,IBD,2019,
IDA total,IDA,1962,112047.471816903
IDA total,IDA,1980,339964.181351343
IDA only,IDX,1978,104350.837650837
Iceland,ISL,1961,1092.766
Israel,ISR,2008,66700
Jamaica,JAM,1990,7470
Kyrgyz Republic,KGZ,1974,
"Korea, Rep.",KOR,1968,37242.052
Kuwait,KWT,2002,53390
Lao PDR,LAO,1962,132.012
Least developed countries: UN classification,LDC,1983,59963.2028125957
Low income,LIC,1963,48539.6814594293
Liechtenstein,LIE,1998,230
Lower middle income,LMC,1965,634433.470871579
Lesotho,LSO,1991,1450
Late-demographic dividend,LTE,2008,11394485.5616523
Morocco,MAR,1981,15856.108
Maldives,MDV,1964,
Middle East & North Africa (excluding high income),MNA,2009,1232768.81306684
Mozambique,MOZ,1976,2559.566
Mauritania,MRT,1971,399.703
Malawi,MWI,1978,671.061
Malawi,MWI,1991,790
New Caledonia,NCL,1994,
Niger,NER,1979,480.377
Netherlands,NLD,2017,155910
Nepal,NPL,1969,399.703
Nepal,NPL,1978,330.03
Nauru,NRU,2008,40
New Zealand,NZL,1978,18008.637
OECD members,OED,2006,13124420
Oman,OMN,2012,58650
Pakistan,PAK,2019,
Poland,POL,1960,199767.159
Puerto Rico,PRI,1971,
French Polynesia,PYF,1972,216.353
Singapore,SGP,1964,3703.67
Solomon Islands,SLB,1995,200
Sub-Saharan Africa (excluding high income),SSA,1985,477484.168088182
Eswatini,SWZ,1976,333.697
Eswatini,SWZ,1987,436.373
Turks and Caicos Islands,TCA,1995,
Chad,TCD,1981,209.019
Tajikistan,TJK,2000,2200
Sub-Saharan Africa (IDA & IBRD countries),TSS,1981,404962.865499049
Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,541862.84932214
Tanzania,TZA,2017,11360
Upper middle income,UMC,1964,3054869.00205422
Uzbekistan,UZB,1982,
Samoa,WSM,1977,80.674
Kosovo,XKX,1960,
"Yemen, Rep.",YEM,2014,26710
Afghanistan,AFG,1968,1224.778
Albania,ALB,2012,4580
Andorra,AND,1983,
Arab World,ARB,1987,646569.851387599
United Arab Emirates,ARE,2001,96260
Argentina,ARG,1993,111030
Bangladesh,BGD,2002,27430
Bahrain,BHR,2010,25980
"Bahamas, The",BHS,1968,1631.815
"Bahamas, The",BHS,1991,1880
Canada,CAN,1985,422079.034
Cote d'Ivoire,CIV,1999,6690
Cote d'Ivoire,CIV,2011,5990
Colombia,COL,2018,79490
Czech Republic,CZE,1996,126740
Djibouti,DJI,1982,348.365
Denmark,DNK,2000,52710
Dominican Republic,DOM,1996,12730
Europe & Central Asia,ECS,1990,7974744.74158438
Euro area,EMU,1963,
European Union,EUU,1996,3487250
Fragile and conflict affected situations,FCS,1985,414627.352562088
Finland,FIN,2008,56660
"Micronesia, Fed. Sts.",FSM,1987,
Guinea-Bissau,GNB,1967,47.671
Greece,GRC,2020,
IDA total,IDA,1986,402269.034628513
IDA blend,IDB,1961,44306.1305107267
Indonesia,IDN,1975,53963.572
IDA only,IDX,1989,158479.647034431
IDA only,IDX,1997,147249.14068342
Isle of Man,IMN,1980,
India,IND,1987,488481.07
Japan,JPN,1969,653958.112
Kyrgyz Republic,KGZ,1985,
St. Kitts and Nevis,KNA,2006,230
Liberia,LBR,1970,1452.132
St. Martin (French part),MAF,1971,
St. Martin (French part),MAF,1973,
Monaco,MCO,2001,
Moldova,MDA,1983,
Moldova,MDA,2011,8350
Maldives,MDV,2006,870
Middle East & North Africa,MEA,1980,646136.356039144
Mali,MLI,1974,304.361
Malta,MLT,1986,1485.135
Northern Mariana Islands,MNP,1970,
Northern Mariana Islands,MNP,2010,
Northern Mariana Islands,MNP,2016,
Malawi,MWI,1976,583.053
New Zealand,NZL,2019,
Pakistan,PAK,2012,143750
Philippines,PHL,1987,32683.971
Papua New Guinea,PNG,2000,2820
West Bank and Gaza,PSE,1979,
West Bank and Gaza,PSE,2007,
Post-demographic dividend,PST,1971,9854883.77950161
Russian Federation,RUS,2015,1557530
Saudi Arabia,SAU,1976,101550.231
Sudan,SDN,2011,15350
Singapore,SGP,1985,33417.371
Singapore,SGP,2015,45500
Sub-Saharan Africa (excluding high income),SSA,2009,659195.918528029
Suriname,SUR,1978,2394.551
Sweden,SWE,2001,52500
Tonga,TON,1994,90
Tunisia,TUN,1972,4737.764
Tunisia,TUN,2010,27440
Tunisia,TUN,2011,25720
St. Vincent and the Grenadines,VCT,2013,220
"Venezuela, RB",VEN,1975,63816.801
Virgin Islands (U.S.),VIR,1970,
Vietnam,VNM,1963,7036.973
Samoa,WSM,1974,33.003
Kosovo,XKX,2012,
South Africa,ZAF,2006,379560
Africa Eastern and Southern,AFE,2007,500147.184546258
Afghanistan,AFG,1987,3124.284
Africa Western and Central,AFW,1974,84392.338
Argentina,ARG,2014,179910
Azerbaijan,AZE,1965,
Burundi,BDI,2003,170
Bosnia and Herzegovina,BIH,1999,10520
Belarus,BLR,1967,
Belize,BLZ,2013,500
Bermuda,BMU,2014,
Botswana,BWA,2017,7870
Chile,CHL,1972,28191.896
Chile,CHL,2012,78490
Cote d'Ivoire,CIV,1963,623.39
Cameroon,CMR,2002,6220
Cyprus,CYP,2001,6930
Czech Republic,CZE,1966,
Dominica,DMA,2006,170
Early-demographic dividend,EAR,2012,6382099.55815815
Early-demographic dividend,EAR,2014,6786314.14661783
Estonia,EST,1981,
Ethiopia,ETH,2018,16280
France,FRA,1989,390649.177
United Kingdom,GBR,2020,
Greenland,GRL,1998,
High income,HIC,1966,7497295.74852158
Croatia,HRV,1970,
Haiti,HTI,1971,403.37
IDA total,IDA,1996,447386.562768588
IDA total,IDA,2000,502087.079223379
IDA blend,IDB,1979,206264.777916038
IDA blend,IDB,1985,247396.30729381
Isle of Man,IMN,1983,
Iceland,ISL,2012,1860
Israel,ISR,1995,46770
Italy,ITA,2019,
Latin America & Caribbean (excluding high income),LAC,2002,1043740
Liechtenstein,LIE,1966,
Liechtenstein,LIE,2020,
Low & middle income,LMY,2007,15529161.4414979
Lithuania,LTU,2009,11690
Luxembourg,LUX,1992,11460
Monaco,MCO,1969,
Madagascar,MDG,1984,869.079
Middle East & North Africa,MEA,2000,1286168.13503203
Middle East & North Africa (excluding high income),MNA,2019,
Montenegro,MNE,1989,
Mauritania,MRT,2002,1270
New Caledonia,NCL,1977,2141.528
Nepal,NPL,2018,12030
Nauru,NRU,1993,110
Other small states,OSS,2009,151129.504939013
Peru,PER,2002,27550
Pre-demographic dividend,PRE,1974,142966.18399213
Pre-demographic dividend,PRE,1981,153602.772705779
West Bank and Gaza,PSE,2015,
Qatar,QAT,2003,28910
Rwanda,RWA,2005,510
Senegal,SEN,1985,2676.91
Sierra Leone,SLE,1966,300.694
San Marino,SMR,2015,
Suriname,SUR,1988,1877.504
Suriname,SUR,2010,1740
Slovenia,SVN,1970,
Turks and Caicos Islands,TCA,2006,
Togo,TGO,2007,1500
Thailand,THA,1998,155690
Tajikistan,TJK,1998,2760
Latin America & the Caribbean (IDA & IBRD countries),TLA,1988,939771.426
Latin America & the Caribbean (IDA & IBRD countries),TLA,1991,878870
Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,
Tonga,TON,2020,
South Asia (IDA & IBRD),TSA,1981,387715.577
Tuvalu,TUV,1977,
Tanzania,TZA,2006,6060
Uruguay,URY,1969,5595.842
British Virgin Islands,VGB,1974,25.669
Virgin Islands (U.S.),VIR,1965,
Kosovo,XKX,1963,
Zambia,ZMB,1978,3476.316
Zambia,ZMB,2002,1920
Zimbabwe,ZWE,1970,8162.742
Aruba,ABW,2020,
Africa Eastern and Southern,AFE,1976,240665.983328627
Angola,AGO,2007,23490
Azerbaijan,AZE,1960,
Belgium,BEL,1964,103662.423
Belgium,BEL,1971,121528.047
Bulgaria,BGR,1979,79152.195
Belize,BLZ,1999,410
Barbados,BRB,1968,440.04
Botswana,BWA,2018,8210
Cote d'Ivoire,CIV,2020,
"Congo, Dem. Rep.",COD,2005,1490
Caribbean small states,CSS,2015,39450
Czech Republic,CZE,2008,118310
East Asia & Pacific (excluding high income),EAP,1979,1833819.93247882
Early-demographic dividend,EAR,2011,6097436.46226567
East Asia & Pacific,EAS,1994,5481613.34347649
Ecuador,ECU,1982,19288.42
Ecuador,ECU,2003,23960
Estonia,EST,1994,17880
Fragile and conflict affected situations,FCS,1981,364334.986775782
Finland,FIN,2009,54180
"Micronesia, Fed. Sts.",FSM,1965,
"Micronesia, Fed. Sts.",FSM,2010,110
Greenland,GRL,2003,
Guyana,GUY,2006,1330
Heavily indebted poor countries (HIPC),HPC,1990,54317.307039064
Heavily indebted poor countries (HIPC),HPC,2001,82780
IBRD only,IBD,1988,11540474.4908709
Indonesia,IDN,1987,123372.548
Isle of Man,IMN,1962,
India,IND,1975,252201.592
Iraq,IRQ,2000,74570
Iceland,ISL,1982,1598.812
Jamaica,JAM,1988,4528.745
Jamaica,JAM,2012,7110
Kenya,KEN,1996,6970
Kenya,KEN,2020,
St. Kitts and Nevis,KNA,1999,180
"Korea, Rep.",KOR,1995,384310
Libya,LBY,1972,15232.718
Lithuania,LTU,1982,
Latvia,LVA,1989,
Morocco,MAR,2010,53660
Madagascar,MDG,1993,1000
Maldives,MDV,1965,
Mexico,MEX,2015,472590
Middle income,MIC,2016,20039600.9948248
Mali,MLI,1987,359.366
Malta,MLT,1982,1312.786
Middle East & North Africa (excluding high income),MNA,1991,553442.220994065
Middle East & North Africa (excluding high income),MNA,2007,1129435.70488131
Mauritania,MRT,1963,88.008
Malaysia,MYS,1990,56190
Namibia,NAM,2020,
Nicaragua,NIC,1998,3520
Nauru,NRU,2016,60
Oman,OMN,1974,2335.879
Panama,PAN,1966,1657.484
Philippines,PHL,1983,35415.886
"Korea, Dem. People's Rep.",PRK,1994,88760
Post-demographic dividend,PST,1961,6053922.13556812
Qatar,QAT,1990,12540
Russian Federation,RUS,1977,3220146.714
Senegal,SEN,1972,1455.799
Solomon Islands,SLB,1991,160
Sierra Leone,SLE,2013,1070
Serbia,SRB,2002,49710
Small states,SST,1975,103373.983965783
Slovak Republic,SVK,2014,30450
Slovenia,SVN,2000,14540
Sweden,SWE,2011,44590
Sint Maarten (Dutch part),SXM,1989,
Seychelles,SYC,1990,150
Syrian Arab Republic,SYR,1998,40050
Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,1507960
Latin America & the Caribbean (IDA & IBRD countries),TLA,2016,1687450
Middle East & North Africa (IDA & IBRD countries),TMN,1963,93097.796
Trinidad and Tobago,TTO,1977,16175.137
Tunisia,TUN,1989,13234.203
Tuvalu,TUV,1965,
Upper middle income,UMC,1962,2740296.82846563
Uruguay,URY,2013,7360
United States,USA,1977,4742292.745
Uzbekistan,UZB,2004,121430
Virgin Islands (U.S.),VIR,1961,
Vanuatu,VUT,1979,62.339
Samoa,WSM,1999,140
"Yemen, Rep.",YEM,1966,99.009
Albania,ALB,1963,2082.856
United Arab Emirates,ARE,1987,47693.002
Antigua and Barbuda,ATG,1986,249.356
Bulgaria,BGR,2005,47880
"Bahamas, The",BHS,1979,6930.63
Bermuda,BMU,2008,
Canada,CAN,2014,561830
Switzerland,CHE,1999,44530
Channel Islands,CHI,1987,
Cote d'Ivoire,CIV,2005,5810
Cameroon,CMR,1981,5342.819
Cayman Islands,CYM,1991,
Cayman Islands,CYM,1992,
Djibouti,DJI,2000,370
Algeria,DZA,2016,143350
East Asia & Pacific (excluding high income),EAP,1969,739013.776354576
Eritrea,ERI,1968,
Ethiopia,ETH,1964,407.037
Faroe Islands,FRO,2006,
United Kingdom,GBR,2017,366380
Georgia,GEO,1964,
Equatorial Guinea,GNQ,2008,8980
Guam,GUM,1964,
"Hong Kong SAR, China",HKG,1983,21015.577
Honduras,HND,2018,9770
Heavily indebted poor countries (HIPC),HPC,1978,54348.7993808266
India,IND,2013,1966810
Iraq,IRQ,2001,84300
Jamaica,JAM,1981,7414.674
Japan,JPN,1971,797543.164
Kyrgyz Republic,KGZ,1982,
Kuwait,KWT,1993,29260
Low & middle income,LMY,2015,20092679.3732224
Low & middle income,LMY,2020,
Lithuania,LTU,2019,
Latvia,LVA,2005,7720
Morocco,MAR,2016,63080
Maldives,MDV,2018,1910
Mali,MLI,1992,450
Middle East & North Africa (excluding high income),MNA,1963,93726.4675165852
Niger,NER,2011,1410
Nicaragua,NIC,1963,843.41
Norway,NOR,2012,39110
OECD members,OED,1977,10824907.0785782
Other small states,OSS,2000,91193.056863856
